"unit","var","subgroup","numerator","denominator"
"BAL","Gastroenteritis",2023-12-01,2,10178
"BAL","Gastroenteritis",2024-01-01,2,10213
"BAL","Gastroenteritis",2024-02-01,7,10213
"BAL","Gastroenteritis",2024-03-01,4,10213
"BAL","Gastroenteritis",2024-04-01,1,10213
"BAL","Gastroenteritis",2024-05-01,6,10213
"BAL","Gastroenteritis",2024-06-01,2,10213
"BAL","Gastroenteritis",2024-07-01,2,10213
"BAL","Gastroenteritis",2024-08-01,8,10213
"BAL","Gastroenteritis",2024-09-01,2,10213
"BAL","Gastroenteritis",2024-10-01,6,10213
"BAL","Gastroenteritis",2024-11-01,1,10213
"BAL","Gastroenteritis",2024-12-01,2,10213
"BAL","Lower respiratory disease",2020-01-01,36,10116
"BAL","Lower respiratory disease",2020-02-01,33,10116
"BAL","Lower respiratory disease",2020-03-01,25,10116
"BAL","Lower respiratory disease",2020-04-01,19,10116
"BAL","Lower respiratory disease",2020-05-01,15,10116
"BAL","Lower respiratory disease",2020-06-01,15,10116
"BAL","Lower respiratory disease",2020-07-01,14,10116
"BAL","Lower respiratory disease",2020-08-01,23,10116
"BAL","Lower respiratory disease",2020-09-01,14,10116
"BAL","Lower respiratory disease",2020-10-01,19,10116
"BAL","Lower respiratory disease",2020-11-01,23,10116
"BAL","Lower respiratory disease",2020-12-01,20,10116
"BAL","Lower respiratory disease",2021-01-01,17,10083
"BAL","Lower respiratory disease",2021-02-01,17,10083
"BAL","Lower respiratory disease",2021-03-01,17,10083
"BAL","Lower respiratory disease",2021-04-01,21,10083
"BAL","Lower respiratory disease",2021-05-01,20,10083
"BAL","Lower respiratory disease",2021-06-01,19,10083
"BAL","Lower respiratory disease",2021-07-01,23,10083
"BAL","Lower respiratory disease",2021-08-01,20,10083
"BAL","Lower respiratory disease",2021-09-01,32,10083
"BAL","Lower respiratory disease",2021-10-01,25,10083
"BAL","Lower respiratory disease",2021-11-01,28,10083
"BAL","Lower respiratory disease",2021-12-01,31,10083
"BAL","Lower respiratory disease",2022-01-01,18,10088
"BAL","Lower respiratory disease",2022-02-01,30,10088
"BAL","Lower respiratory disease",2022-03-01,31,10088
"BAL","Lower respiratory disease",2022-04-01,30,10088
"BAL","Lower respiratory disease",2022-05-01,31,10088
"BAL","Lower respiratory disease",2022-06-01,29,10088
"BAL","Lower respiratory disease",2022-07-01,18,10088
"BAL","Lower respiratory disease",2022-08-01,20,10088
"BAL","Lower respiratory disease",2022-09-01,17,10088
"BAL","Lower respiratory disease",2022-10-01,33,10088
"BAL","Lower respiratory disease",2022-11-01,26,10088
"BAL","Lower respiratory disease",2022-12-01,26,10088
"BAL","Lower respiratory disease",2023-01-01,47,10178
"BAL","Lower respiratory disease",2023-02-01,29,10178
"BAL","Lower respiratory disease",2023-03-01,36,10178
"BAL","Lower respiratory disease",2023-04-01,25,10178
"BAL","Lower respiratory disease",2023-05-01,32,10178
"BAL","Lower respiratory disease",2023-06-01,24,10178
"BAL","Lower respiratory disease",2023-07-01,28,10178
"BAL","Lower respiratory disease",2023-08-01,26,10178
"BAL","Lower respiratory disease",2023-09-01,25,10178
"BAL","Lower respiratory disease",2023-10-01,37,10178
"BAL","Lower respiratory disease",2023-11-01,28,10178
"BAL","Lower respiratory disease",2023-12-01,49,10178
"BAL","Lower respiratory disease",2024-01-01,38,10213
"BAL","Lower respiratory disease",2024-02-01,43,10213
"BAL","Lower respiratory disease",2024-03-01,39,10213
"BAL","Lower respiratory disease",2024-04-01,38,10213
"BAL","Lower respiratory disease",2024-05-01,47,10213
"BAL","Lower respiratory disease",2024-06-01,31,10213
"BAL","Lower respiratory disease",2024-07-01,29,10213
"BAL","Lower respiratory disease",2024-08-01,36,10213
"BAL","Lower respiratory disease",2024-09-01,33,10213
"BAL","Lower respiratory disease",2024-10-01,28,10213
"BAL","Lower respiratory disease",2024-11-01,25,10213
"BAL","Lower respiratory disease",2024-12-01,37,10213
"BAL","Obstipation",2020-01-01,1,10116
"BAL","Obstipation",2020-02-01,8,10116
"BAL","Obstipation",2020-03-01,4,10116
"BAL","Obstipation",2020-04-01,3,10116
"BAL","Obstipation",2020-05-01,2,10116
"BAL","Obstipation",2020-06-01,3,10116
"BAL","Obstipation",2020-07-01,4,10116
"BAL","Obstipation",2020-08-01,5,10116
"BAL","Obstipation",2020-09-01,4,10116
"BAL","Obstipation",2020-10-01,1,10116
"BAL","Obstipation",2020-11-01,3,10116
"BAL","Obstipation",2020-12-01,4,10116
"BAL","Obstipation",2021-01-01,3,10083
"BAL","Obstipation",2021-02-01,3,10083
"BAL","Obstipation",2021-03-01,3,10083
"BAL","Obstipation",2021-04-01,4,10083
"BAL","Obstipation",2021-05-01,3,10083
"BAL","Obstipation",2021-06-01,6,10083
"BAL","Obstipation",2021-07-01,3,10083
"BAL","Obstipation",2021-08-01,1,10083
"BAL","Obstipation",2021-09-01,3,10083
"BAL","Obstipation",2021-10-01,0,10083
"BAL","Obstipation",2021-11-01,2,10083
"BAL","Obstipation",2021-12-01,3,10083
"BAL","Obstipation",2022-01-01,7,10088
"BAL","Obstipation",2022-02-01,6,10088
"BAL","Obstipation",2022-03-01,1,10088
"BAL","Obstipation",2022-04-01,3,10088
"BAL","Obstipation",2022-05-01,2,10088
"BAL","Obstipation",2022-06-01,4,10088
"BAL","Obstipation",2022-07-01,2,10088
"BAL","Obstipation",2022-08-01,8,10088
"BAL","Obstipation",2022-09-01,6,10088
"BAL","Obstipation",2022-10-01,3,10088
"BAL","Obstipation",2022-11-01,3,10088
"BAL","Obstipation",2022-12-01,3,10088
"BAL","Obstipation",2023-01-01,2,10178
"BAL","Obstipation",2023-02-01,1,10178
"BAL","Obstipation",2023-03-01,7,10178
"BAL","Obstipation",2023-04-01,6,10178
"BAL","Obstipation",2023-05-01,5,10178
"BAL","Obstipation",2023-06-01,4,10178
"BAL","Obstipation",2023-07-01,3,10178
"BAL","Obstipation",2023-08-01,4,10178
"BAL","Obstipation",2023-09-01,5,10178
"BAL","Obstipation",2023-10-01,6,10178
"BAL","Obstipation",2023-11-01,4,10178
"BAL","Obstipation",2023-12-01,4,10178
"BAL","Obstipation",2024-01-01,4,10213
"BAL","Obstipation",2024-02-01,4,10213
"BAL","Obstipation",2024-03-01,6,10213
"BAL","Obstipation",2024-04-01,4,10213
"BAL","Obstipation",2024-05-01,2,10213
"BAL","Obstipation",2024-06-01,3,10213
"BAL","Obstipation",2024-07-01,2,10213
"BAL","Obstipation",2024-08-01,4,10213
"BAL","Obstipation",2024-09-01,5,10213
"BAL","Obstipation",2024-10-01,1,10213
"BAL","Obstipation",2024-11-01,3,10213
"BAL","Obstipation",2024-12-01,3,10213
"BAL","Urinary tract infection",2020-01-01,12,10116
"BAL","Urinary tract infection",2020-02-01,5,10116
"BAL","Urinary tract infection",2020-03-01,11,10116
"BAL","Urinary tract infection",2020-04-01,5,10116
"BAL","Urinary tract infection",2020-05-01,13,10116
"BAL","Urinary tract infection",2020-06-01,13,10116
"BAL","Urinary tract infection",2020-07-01,13,10116
"BAL","Urinary tract infection",2020-08-01,13,10116
"BAL","Urinary tract infection",2020-09-01,10,10116
"BAL","Urinary tract infection",2020-10-01,18,10116
"BAL","Urinary tract infection",2020-11-01,8,10116
"BAL","Urinary tract infection",2020-12-01,18,10116
"BAL","Urinary tract infection",2021-01-01,12,10083
"BAL","Urinary tract infection",2021-02-01,9,10083
"BAL","Urinary tract infection",2021-03-01,15,10083
"BAL","Urinary tract infection",2021-04-01,13,10083
"BAL","Urinary tract infection",2021-05-01,8,10083
"BAL","Urinary tract infection",2021-06-01,10,10083
"BAL","Urinary tract infection",2021-07-01,14,10083
"BAL","Urinary tract infection",2021-08-01,14,10083
"BAL","Urinary tract infection",2021-09-01,13,10083
"BAL","Urinary tract infection",2021-10-01,10,10083
"BAL","Urinary tract infection",2021-11-01,7,10083
"BAL","Urinary tract infection",2021-12-01,9,10083
"BAL","Urinary tract infection",2022-01-01,9,10088
"BAL","Urinary tract infection",2022-02-01,5,10088
"BAL","Urinary tract infection",2022-03-01,9,10088
"BAL","Urinary tract infection",2022-04-01,11,10088
"BAL","Urinary tract infection",2022-05-01,15,10088
"BAL","Urinary tract infection",2022-06-01,11,10088
"BAL","Urinary tract infection",2022-07-01,14,10088
"BAL","Urinary tract infection",2022-08-01,11,10088
"BAL","Urinary tract infection",2022-09-01,8,10088
"BAL","Urinary tract infection",2022-10-01,16,10088
"BAL","Urinary tract infection",2022-11-01,13,10088
"BAL","Urinary tract infection",2022-12-01,16,10088
"BAL","Urinary tract infection",2023-01-01,10,10178
"BAL","Urinary tract infection",2023-02-01,12,10178
"BAL","Urinary tract infection",2023-03-01,11,10178
"BAL","Urinary tract infection",2023-04-01,11,10178
"BAL","Urinary tract infection",2023-05-01,20,10178
"BAL","Urinary tract infection",2023-06-01,10,10178
"BAL","Urinary tract infection",2023-07-01,12,10178
"BAL","Urinary tract infection",2023-08-01,14,10178
"BAL","Urinary tract infection",2023-09-01,12,10178
"BAL","Urinary tract infection",2023-10-01,8,10178
"BAL","Urinary tract infection",2023-11-01,13,10178
"BAL","Urinary tract infection",2023-12-01,8,10178
"BAL","Urinary tract infection",2024-01-01,6,10213
"BAL","Urinary tract infection",2024-02-01,13,10213
"BAL","Urinary tract infection",2024-03-01,14,10213
"BAL","Urinary tract infection",2024-04-01,15,10213
"BAL","Urinary tract infection",2024-05-01,11,10213
"BAL","Urinary tract infection",2024-06-01,5,10213
"BAL","Urinary tract infection",2024-07-01,4,10213
"BAL","Urinary tract infection",2024-08-01,14,10213
"BAL","Urinary tract infection",2024-09-01,15,10213
"BAL","Urinary tract infection",2024-10-01,9,10213
"BAL","Urinary tract infection",2024-11-01,8,10213
"BAL","Urinary tract infection",2024-12-01,15,10213
"EGE","All diagnoses",2020-01-01,44,8219
"EGE","All diagnoses",2020-02-01,41,8219
"EGE","All diagnoses",2020-03-01,32,8219
"EGE","All diagnoses",2020-04-01,21,8219
"EGE","All diagnoses",2020-05-01,45,8219
"EGE","All diagnoses",2020-06-01,35,8219
"EGE","All diagnoses",2020-07-01,30,8219
"EGE","All diagnoses",2020-08-01,42,8219
"EGE","All diagnoses",2020-09-01,50,8219
"EGE","All diagnoses",2020-10-01,23,8219
"EGE","All diagnoses",2020-11-01,23,8219
"EGE","All diagnoses",2020-12-01,18,8219
"EGE","All diagnoses",2021-01-01,33,8168
"EGE","All diagnoses",2021-02-01,37,8168
"EGE","All diagnoses",2021-03-01,45,8168
"EGE","All diagnoses",2021-04-01,41,8168
"EGE","All diagnoses",2021-05-01,34,8168
"EGE","All diagnoses",2021-06-01,45,8168
"EGE","All diagnoses",2021-07-01,33,8168
"EGE","All diagnoses",2021-08-01,53,8168
"EGE","All diagnoses",2021-09-01,41,8168
"EGE","All diagnoses",2021-10-01,40,8168
"EGE","All diagnoses",2021-11-01,37,8168
"EGE","All diagnoses",2021-12-01,57,8168
"EGE","All diagnoses",2022-01-01,38,8336
"EGE","All diagnoses",2022-02-01,33,8336
"EGE","All diagnoses",2022-03-01,53,8336
"EGE","All diagnoses",2022-04-01,36,8336
"EGE","All diagnoses",2022-05-01,37,8336
"EGE","All diagnoses",2022-06-01,46,8336
"EGE","All diagnoses",2022-07-01,37,8336
"EGE","All diagnoses",2022-08-01,54,8336
"EGE","All diagnoses",2022-09-01,49,8336
"EGE","All diagnoses",2022-10-01,47,8336
"EGE","All diagnoses",2022-11-01,39,8336
"EGE","All diagnoses",2022-12-01,52,8336
"EGE","All diagnoses",2023-01-01,46,8484
"EGE","All diagnoses",2023-02-01,29,8484
"EGE","All diagnoses",2023-03-01,44,8484
"EGE","All diagnoses",2023-04-01,47,8484
"EGE","All diagnoses",2023-05-01,47,8484
"EGE","All diagnoses",2023-06-01,39,8484
"EGE","All diagnoses",2023-07-01,68,8484
"EGE","All diagnoses",2023-08-01,40,8484
"EGE","All diagnoses",2023-09-01,44,8484
"EGE","All diagnoses",2023-10-01,43,8484
"EGE","All diagnoses",2023-11-01,58,8484
"EGE","All diagnoses",2023-12-01,55,8484
"EGE","All diagnoses",2024-01-01,44,8660
"EGE","All diagnoses",2024-02-01,39,8660
"EGE","All diagnoses",2024-03-01,55,8660
"EGE","All diagnoses",2024-04-01,61,8660
"EGE","All diagnoses",2024-05-01,48,8660
"EGE","All diagnoses",2024-06-01,40,8660
"EGE","All diagnoses",2024-07-01,40,8660
"EGE","All diagnoses",2024-08-01,35,8660
"EGE","All diagnoses",2024-09-01,46,8660
"EGE","All diagnoses",2024-10-01,44,8660
"EGE","All diagnoses",2024-11-01,41,8660
"EGE","All diagnoses",2024-12-01,51,8660
"EGE","Fracture from fall",2020-01-01,13,8219
"EGE","Fracture from fall",2020-02-01,8,8219
"EGE","Fracture from fall",2020-03-01,12,8219
"EGE","Fracture from fall",2020-04-01,10,8219
"EGE","Fracture from fall",2020-05-01,14,8219
"EGE","Fracture from fall",2020-06-01,15,8219
"EGE","Fracture from fall",2020-07-01,16,8219
"EGE","Fracture from fall",2020-08-01,20,8219
"EGE","Fracture from fall",2020-09-01,18,8219
"EGE","Fracture from fall",2020-10-01,8,8219
"EGE","Fracture from fall",2020-11-01,8,8219
"EGE","Fracture from fall",2020-12-01,9,8219
"EGE","Fracture from fall",2021-01-01,13,8168
"EGE","Fracture from fall",2021-02-01,17,8168
"EGE","Fracture from fall",2021-03-01,19,8168
"EGE","Fracture from fall",2021-04-01,17,8168
"EGE","Fracture from fall",2021-05-01,10,8168
"EGE","Fracture from fall",2021-06-01,20,8168
"EGE","Fracture from fall",2021-07-01,10,8168
"EGE","Fracture from fall",2021-08-01,26,8168
"EGE","Fracture from fall",2021-09-01,12,8168
"EGE","Fracture from fall",2021-10-01,13,8168
"EGE","Fracture from fall",2021-11-01,14,8168
"EGE","Fracture from fall",2021-12-01,18,8168
"EGE","Fracture from fall",2022-01-01,13,8336
"EGE","Fracture from fall",2022-02-01,10,8336
"EGE","Fracture from fall",2022-03-01,22,8336
"EGE","Fracture from fall",2022-04-01,15,8336
"EGE","Fracture from fall",2022-05-01,11,8336
"EGE","Fracture from fall",2022-06-01,19,8336
"EGE","Fracture from fall",2022-07-01,15,8336
"EGE","Fracture from fall",2022-08-01,29,8336
"EGE","Fracture from fall",2022-09-01,16,8336
"EGE","Fracture from fall",2022-10-01,23,8336
"EGE","Fracture from fall",2022-11-01,20,8336
"EGE","Fracture from fall",2022-12-01,22,8336
"EGE","Fracture from fall",2023-01-01,15,8484
"EGE","Fracture from fall",2023-02-01,11,8484
"EGE","Fracture from fall",2023-03-01,21,8484
"EGE","Fracture from fall",2023-04-01,18,8484
"EGE","Fracture from fall",2023-05-01,22,8484
"EGE","Fracture from fall",2023-06-01,21,8484
"EGE","Fracture from fall",2023-07-01,25,8484
"EGE","Fracture from fall",2023-08-01,11,8484
"EGE","Fracture from fall",2023-09-01,21,8484
"EGE","Fracture from fall",2023-10-01,22,8484
"EGE","Fracture from fall",2023-11-01,16,8484
"EGE","Fracture from fall",2023-12-01,22,8484
"EGE","Fracture from fall",2024-01-01,20,8660
"EGE","Fracture from fall",2024-02-01,9,8660
"EGE","Fracture from fall",2024-03-01,16,8660
"EGE","Fracture from fall",2024-04-01,21,8660
"EGE","Fracture from fall",2024-05-01,15,8660
"EGE","Fracture from fall",2024-06-01,20,8660
"EGE","Fracture from fall",2024-07-01,14,8660
"EGE","Fracture from fall",2024-08-01,13,8660
"EGE","Fracture from fall",2024-09-01,24,8660
"EGE","Fracture from fall",2024-10-01,15,8660
"EGE","Fracture from fall",2024-11-01,15,8660
"EGE","Fracture from fall",2024-12-01,20,8660
"EGE","Gastroenteritis",2020-01-01,1,8219
"EGE","Gastroenteritis",2020-02-01,2,8219
"EGE","Gastroenteritis",2020-03-01,4,8219
"EGE","Gastroenteritis",2020-04-01,2,8219
"EGE","Gastroenteritis",2020-05-01,2,8219
"EGE","Gastroenteritis",2020-06-01,2,8219
"EGE","Gastroenteritis",2020-07-01,2,8219
"EGE","Gastroenteritis",2020-08-01,1,8219
"EGE","Gastroenteritis",2020-09-01,1,8219
"EGE","Gastroenteritis",2020-10-01,1,8219
"EGE","Gastroenteritis",2020-11-01,2,8219
"EGE","Gastroenteritis",2020-12-01,0,8219
"EGE","Gastroenteritis",2021-01-01,3,8168
"EGE","Gastroenteritis",2021-02-01,2,8168
"EGE","Gastroenteritis",2021-03-01,1,8168
"EGE","Gastroenteritis",2021-04-01,2,8168
"EGE","Gastroenteritis",2021-05-01,2,8168
"EGE","Gastroenteritis",2021-06-01,3,8168
"EGE","Gastroenteritis",2021-07-01,1,8168
"EGE","Gastroenteritis",2021-08-01,1,8168
"EGE","Gastroenteritis",2021-09-01,2,8168
"EGE","Gastroenteritis",2021-10-01,3,8168
"EGE","Gastroenteritis",2021-11-01,1,8168
"EGE","Gastroenteritis",2021-12-01,0,8168
"EGE","Gastroenteritis",2022-01-01,1,8336
"EGE","Gastroenteritis",2022-02-01,0,8336
"EGE","Gastroenteritis",2022-03-01,1,8336
"EGE","Gastroenteritis",2022-04-01,1,8336
"EGE","Gastroenteritis",2022-05-01,1,8336
"EGE","Gastroenteritis",2022-06-01,1,8336
"EGE","Gastroenteritis",2022-07-01,0,8336
"EGE","Gastroenteritis",2022-08-01,2,8336
"EGE","Gastroenteritis",2022-09-01,3,8336
"EGE","Gastroenteritis",2022-10-01,3,8336
"EGE","Gastroenteritis",2022-11-01,0,8336
"EGE","Gastroenteritis",2022-12-01,0,8336
"EGE","Gastroenteritis",2023-01-01,1,8484
"EGE","Gastroenteritis",2023-02-01,1,8484
"EGE","Gastroenteritis",2023-03-01,0,8484
"EGE","Gastroenteritis",2023-04-01,2,8484
"EGE","Gastroenteritis",2023-05-01,6,8484
"EGE","Gastroenteritis",2023-06-01,0,8484
"EGE","Gastroenteritis",2023-07-01,2,8484
"EGE","Gastroenteritis",2023-08-01,1,8484
"EGE","Gastroenteritis",2023-09-01,0,8484
"EGE","Gastroenteritis",2023-10-01,0,8484
"EGE","Gastroenteritis",2023-11-01,8,8484
"EGE","Gastroenteritis",2023-12-01,2,8484
"EGE","Gastroenteritis",2024-01-01,3,8660
"EGE","Gastroenteritis",2024-02-01,5,8660
"EGE","Gastroenteritis",2024-03-01,5,8660
"EGE","Gastroenteritis",2024-04-01,3,8660
"EGE","Gastroenteritis",2024-05-01,1,8660
"EGE","Gastroenteritis",2024-06-01,2,8660
"EGE","Gastroenteritis",2024-07-01,1,8660
"EGE","Gastroenteritis",2024-08-01,1,8660
"EGE","Gastroenteritis",2024-09-01,1,8660
"EGE","Gastroenteritis",2024-10-01,4,8660
"EGE","Gastroenteritis",2024-11-01,1,8660
"EGE","Gastroenteritis",2024-12-01,3,8660
"EGE","Lower respiratory disease",2020-01-01,23,8219
"EGE","Lower respiratory disease",2020-02-01,18,8219
"EGE","Lower respiratory disease",2020-03-01,13,8219
"EGE","Lower respiratory disease",2020-04-01,7,8219
"EGE","Lower respiratory disease",2020-05-01,16,8219
"EGE","Lower respiratory disease",2020-06-01,9,8219
"EGE","Lower respiratory disease",2020-07-01,9,8219
"EGE","Lower respiratory disease",2020-08-01,12,8219
"EGE","Lower respiratory disease",2020-09-01,17,8219
"EGE","Lower respiratory disease",2020-10-01,8,8219
"EGE","Lower respiratory disease",2020-11-01,6,8219
"EGE","Lower respiratory disease",2020-12-01,5,8219
"EGE","Lower respiratory disease",2021-01-01,9,8168
"EGE","Lower respiratory disease",2021-02-01,8,8168
"EGE","Lower respiratory disease",2021-03-01,16,8168
"EGE","Lower respiratory disease",2021-04-01,12,8168
"EGE","Lower respiratory disease",2021-05-01,16,8168
"EGE","Lower respiratory disease",2021-06-01,16,8168
"EGE","Lower respiratory disease",2021-07-01,16,8168
"EGE","Lower respiratory disease",2021-08-01,15,8168
"EGE","Lower respiratory disease",2021-09-01,17,8168
"EGE","Lower respiratory disease",2021-10-01,17,8168
"EGE","Lower respiratory disease",2021-11-01,20,8168
"EGE","Lower respiratory disease",2021-12-01,26,8168
"EGE","Lower respiratory disease",2022-01-01,18,8336
"EGE","Lower respiratory disease",2022-02-01,15,8336
"EGE","Lower respiratory disease",2022-03-01,20,8336
"EGE","Lower respiratory disease",2022-04-01,15,8336
"EGE","Lower respiratory disease",2022-05-01,18,8336
"EGE","Lower respiratory disease",2022-06-01,18,8336
"EGE","Lower respiratory disease",2022-07-01,13,8336
"EGE","Lower respiratory disease",2022-08-01,14,8336
"EGE","Lower respiratory disease",2022-09-01,13,8336
"EGE","Lower respiratory disease",2022-10-01,13,8336
"EGE","Lower respiratory disease",2022-11-01,14,8336
"EGE","Lower respiratory disease",2022-12-01,22,8336
"EGE","Lower respiratory disease",2023-01-01,20,8484
"EGE","Lower respiratory disease",2023-02-01,12,8484
"EGE","Lower respiratory disease",2023-03-01,15,8484
"EGE","Lower respiratory disease",2023-04-01,17,8484
"EGE","Lower respiratory disease",2023-05-01,13,8484
"EGE","Lower respiratory disease",2023-06-01,11,8484
"EGE","Lower respiratory disease",2023-07-01,27,8484
"EGE","Lower respiratory disease",2023-08-01,14,8484
"EGE","Lower respiratory disease",2023-09-01,13,8484
"EGE","Lower respiratory disease",2023-10-01,13,8484
"EGE","Lower respiratory disease",2023-11-01,25,8484
"EGE","Lower respiratory disease",2023-12-01,26,8484
"EGE","Lower respiratory disease",2024-01-01,14,8660
"EGE","Lower respiratory disease",2024-02-01,20,8660
"EGE","Lower respiratory disease",2024-03-01,27,8660
"EGE","Lower respiratory disease",2024-04-01,32,8660
"EGE","Lower respiratory disease",2024-05-01,20,8660
"EGE","Lower respiratory disease",2024-06-01,12,8660
"EGE","Lower respiratory disease",2024-07-01,17,8660
"EGE","Lower respiratory disease",2024-08-01,14,8660
"EGE","Lower respiratory disease",2024-09-01,14,8660
"EGE","Lower respiratory disease",2024-10-01,20,8660
"EGE","Lower respiratory disease",2024-11-01,16,8660
"EGE","Lower respiratory disease",2024-12-01,22,8660
"EGE","Obstipation",2020-01-01,3,8219
"EGE","Obstipation",2020-02-01,2,8219
"EGE","Obstipation",2020-03-01,0,8219
"EGE","Obstipation",2020-04-01,0,8219
"EGE","Obstipation",2020-05-01,3,8219
"EGE","Obstipation",2020-06-01,4,8219
"EGE","Obstipation",2020-07-01,1,8219
"EGE","Obstipation",2020-08-01,3,8219
"EGE","Obstipation",2020-09-01,5,8219
"EGE","Obstipation",2020-10-01,2,8219
"EGE","Obstipation",2020-11-01,4,8219
"EGE","Obstipation",2020-12-01,1,8219
"EGE","Obstipation",2021-01-01,1,8168
"EGE","Obstipation",2021-02-01,0,8168
"EGE","Obstipation",2021-03-01,3,8168
"EGE","Obstipation",2021-04-01,3,8168
"EGE","Obstipation",2021-05-01,1,8168
"EGE","Obstipation",2021-06-01,4,8168
"EGE","Obstipation",2021-07-01,1,8168
"EGE","Obstipation",2021-08-01,3,8168
"EGE","Obstipation",2021-09-01,2,8168
"EGE","Obstipation",2021-10-01,2,8168
"EGE","Obstipation",2021-11-01,1,8168
"EGE","Obstipation",2021-12-01,3,8168
"EGE","Obstipation",2022-01-01,4,8336
"EGE","Obstipation",2022-02-01,4,8336
"EGE","Obstipation",2022-03-01,5,8336
"EGE","Obstipation",2022-04-01,2,8336
"EGE","Obstipation",2022-05-01,2,8336
"EGE","Obstipation",2022-06-01,3,8336
"EGE","Obstipation",2022-07-01,2,8336
"EGE","Obstipation",2022-08-01,0,8336
"EGE","Obstipation",2022-09-01,3,8336
"EGE","Obstipation",2022-10-01,1,8336
"EGE","Obstipation",2022-11-01,5,8336
"EGE","Obstipation",2022-12-01,5,8336
"EGE","Obstipation",2023-01-01,0,8484
"EGE","Obstipation",2023-02-01,2,8484
"EGE","Obstipation",2023-03-01,2,8484
"EGE","Obstipation",2023-04-01,3,8484
"EGE","Obstipation",2023-05-01,1,8484
"EGE","Obstipation",2023-06-01,1,8484
"EGE","Obstipation",2023-07-01,6,8484
"EGE","Obstipation",2023-08-01,3,8484
"EGE","Obstipation",2023-09-01,3,8484
"EGE","Obstipation",2023-10-01,2,8484
"EGE","Obstipation",2023-11-01,3,8484
"EGE","Obstipation",2023-12-01,2,8484
"EGE","Obstipation",2024-01-01,2,8660
"EGE","Obstipation",2024-02-01,2,8660
"EGE","Obstipation",2024-03-01,3,8660
"EGE","Obstipation",2024-04-01,1,8660
"EGE","Obstipation",2024-05-01,4,8660
"EGE","Obstipation",2024-06-01,3,8660
"EGE","Obstipation",2024-07-01,4,8660
"EGE","Obstipation",2024-08-01,0,8660
"EGE","Obstipation",2024-09-01,1,8660
"EGE","Obstipation",2024-10-01,2,8660
"EGE","Obstipation",2024-11-01,2,8660
"EGE","Obstipation",2024-12-01,3,8660
"EGE","Urinary tract infection",2020-01-01,4,8219
"EGE","Urinary tract infection",2020-02-01,11,8219
"EGE","Urinary tract infection",2020-03-01,3,8219
"EGE","Urinary tract infection",2020-04-01,2,8219
"EGE","Urinary tract infection",2020-05-01,10,8219
"EGE","Urinary tract infection",2020-06-01,5,8219
"EGE","Urinary tract infection",2020-07-01,2,8219
"EGE","Urinary tract infection",2020-08-01,6,8219
"EGE","Urinary tract infection",2020-09-01,9,8219
"EGE","Urinary tract infection",2020-10-01,4,8219
"EGE","Urinary tract infection",2020-11-01,3,8219
"EGE","Urinary tract infection",2020-12-01,3,8219
"EGE","Urinary tract infection",2021-01-01,7,8168
"EGE","Urinary tract infection",2021-02-01,10,8168
"EGE","Urinary tract infection",2021-03-01,6,8168
"EGE","Urinary tract infection",2021-04-01,7,8168
"EGE","Urinary tract infection",2021-05-01,5,8168
"EGE","Urinary tract infection",2021-06-01,2,8168
"EGE","Urinary tract infection",2021-07-01,5,8168
"EGE","Urinary tract infection",2021-08-01,8,8168
"EGE","Urinary tract infection",2021-09-01,8,8168
"EGE","Urinary tract infection",2021-10-01,5,8168
"EGE","Urinary tract infection",2021-11-01,1,8168
"EGE","Urinary tract infection",2021-12-01,10,8168
"EGE","Urinary tract infection",2022-01-01,2,8336
"EGE","Urinary tract infection",2022-02-01,4,8336
"EGE","Urinary tract infection",2022-03-01,5,8336
"EGE","Urinary tract infection",2022-04-01,3,8336
"EGE","Urinary tract infection",2022-05-01,5,8336
"EGE","Urinary tract infection",2022-06-01,5,8336
"EGE","Urinary tract infection",2022-07-01,7,8336
"EGE","Urinary tract infection",2022-08-01,9,8336
"EGE","Urinary tract infection",2022-09-01,14,8336
"EGE","Urinary tract infection",2022-10-01,7,8336
"EGE","Urinary tract infection",2022-11-01,0,8336
"EGE","Urinary tract infection",2022-12-01,3,8336
"EGE","Urinary tract infection",2023-01-01,10,8484
"EGE","Urinary tract infection",2023-02-01,3,8484
"EGE","Urinary tract infection",2023-03-01,6,8484
"EGE","Urinary tract infection",2023-04-01,7,8484
"EGE","Urinary tract infection",2023-05-01,5,8484
"EGE","Urinary tract infection",2023-06-01,6,8484
"EGE","Urinary tract infection",2023-07-01,8,8484
"EGE","Urinary tract infection",2023-08-01,11,8484
"EGE","Urinary tract infection",2023-09-01,7,8484
"EGE","Urinary tract infection",2023-10-01,6,8484
"EGE","Urinary tract infection",2023-11-01,6,8484
"EGE","Urinary tract infection",2023-12-01,3,8484
"EGE","Urinary tract infection",2024-01-01,5,8660
"EGE","Urinary tract infection",2024-02-01,3,8660
"EGE","Urinary tract infection",2024-03-01,4,8660
"EGE","Urinary tract infection",2024-04-01,4,8660
"EGE","Urinary tract infection",2024-05-01,8,8660
"EGE","Urinary tract infection",2024-06-01,3,8660
"EGE","Urinary tract infection",2024-07-01,4,8660
"EGE","Urinary tract infection",2024-08-01,7,8660
"EGE","Urinary tract infection",2024-09-01,6,8660
"EGE","Urinary tract infection",2024-10-01,3,8660
"EGE","Urinary tract infection",2024-11-01,7,8660
"EGE","Urinary tract infection",2024-12-01,3,8660
